sessionid,day,time,duration,room,track,type,kids category,title,description,participants
729,Sat,4:00 PM,1hr 45min,Griffin,Video,Projected Media,Welcome,Godzilla vs Destroyah,"Godzilla's heart, which acts as a nuclear reactor, is nearing a nuclear meltdown which threatens the Earth. Meanwhile, a colony of mutated creatures known as Destoroyah emerge from the ocean, changing form and terrorizing Japan, forcing the Japanese Self-Defense Forces to devise a plan to eliminate both threats. Screened in Japanese with English subtitles (1995, NR)",
730,Sat,5:45 PM,1hr 45min,Griffin,Video,Projected Media,Welcome,X-Men (2000),"Charles Xavier and his X-Men fight to save the world from the mutant supremacist Magneto and his Brotherhood of Mutants. (2000, PG-13)",
731,Sat,7:30 PM,2hr,Griffin,Video,Projected Media,Welcome,Real Genius,"Teenage genius Mitch (Gabriel Jarret) and his slacker roommate Chris (Val Kilmer) are assigned to develop a high-powered laser for a university project. When their professor intends to turn their work into a military weapon, they decide to ruin his plans. (1985, PG)",
732,Sat,9:30 PM,2hr 15min,Griffin,Video,Projected Media,Welcome,Ad Astra  ,"Astronaut Roy McBride (Brad Pitt) undertakes a mission across an unforgiving solar  system to uncover the truth about his missing father (Tommy Lee Jones) and his doomed  expedition that now, 30 years later, threatens the universe. (2019, PG-13)",
733,Sat,11:45 PM,2hr 15min,Griffin,Video,Projected Media,Welcome,Waterworld,The ice caps have melted and the planet is coverd with water.  Kevin Costner plays a mariner trying to help a woman and her daughter find a safe place to live. ,
735,Sun,8:00 AM,1hr 30min,Griffin,Video,Projected Media,Targeted,Emperor's New Groove,"Incan Emperor Kuzco is young and self-centered, earning the contempt of his advisers, who transform him into a llama. Kuzco's quest to regain his human form will require him to reevaluate his behavior and treatment of those around him. An animated comedy from Disney featuring the voices of David Spade, John Goodman, Eartha Kitt, and Patrick Warburton, plus singing by Sting. (2000, G).",
736,Sun,9:30 AM,1hr 30min,Griffin,Video,Projected Media,Targeted,Tiny Toon Adventures,"Tiny Toon Adventures: ""How I Spent My Summer Vacation"" - 
Warner Bros.' Tiny Toons are out of school and ready for a summer of fun. But fun comes with plenty of ups and downs including a flooded neighborhood, an escaped convict, hungry animals in hot pursuit, and a conveniently-placed plot hole. Packed with parodies of celebrities and pop culture trends of its time, including other cartoons, this was one of the USA's top-selling videos the summer of its release. (1992, NR).",
737,Sun,11:00 AM,1hr 30min,Griffin,Video,Projected Media,Welcome,Pinky and the Brain,"What are two enhanced lab mice to do with their artificially boosted mental faculties? Watch The Brain hatch diabolical plans to take over the world, only to be repeatedly foiled by the bumbling but friendly Pinky in this popular spinoff from Animaniacs, featuring humor often aimed at adults. (1995-1998, G).",
738,Sun,12:30 PM,1hr 45min,Griffin,Anime,Projected Media,Welcome,The Girl Who Leapt Through Time,"High school student Makoto Konno stumbles upon a device from the future and gains the ability to leap short distances through time. At first uses it to make things easy and convenient for herself, Makoto realizes that her time-leaps have consequences for others and she races to put things right before the power runs out for good. The first of three films from Director Mamoru Hosoda to win the Japan Academy Prize for Animation of the Year. (2006, PG). Screened in Japanese with English subtitles",
739,Sun,2:15 PM,2hr 15min,Griffin,Anime,Projected Media,Welcome,Outlaw Star,"The adventures of Captain Starwind and his crew as they search for a mythical galactic treasure horde aboard their ship, the Outlaw Star. First, they'll have to contend with rival bounty hunters, a scientist bent on using the treasure to gain superpowers, and an organization of assassins. All are headed for an explosive confrontation in the place known as the Galactic Leyline. (1998, TV-14). Screened in Japanese with English subtitles",
740,Sun,4:30 PM,2hr,Griffin,Video,Projected Media,Welcome,Ultraman (1966),"Science Patrolman Hayata gains the ability to transform into oversized superhero Ultraman in order to save the world from a weekly onslaught of invading aliens and monsters. Screened in Japanese with English subtitles (1966, NR)",
741,Sun,6:30 PM,2hr,Griffin,Video,Projected Media,Welcome,Dragonslayer,"When Vermithrax Perjorative, a 400 year old dragon with a taste for maidens sets his sights on the king's daughter, an old wizard, and his keen young apprentice volunteer to kill the dragon before he can collect. (1981, PG)",
742,Sun,8:30 PM,2hr 15min,Griffin,Video,Projected Media,Welcome,12 Monkeys,"In Terry Gilliam's neo-noir time travel classic, a convict is sent back in time  to gather information about the man-made virus that wiped out most of the human population on the planet. (1995, R)",
743,Sun,10:45 PM,1hr 30min,Griffin,Video,Projected Media,Welcome,Return of the Living Dead,"In Dan O'Bannon's horror-comedy classic, a bumbling pair of employees at a medical supply warehouse accidentally release a deadly gas into the air, causing the dead to re-animate as they go on a rampage through Louisville, Kentucky  in search of their favorite food, BRAINS. (1985, R)",
744,Mon,12:15 AM,1hr 45min,Griffin,Video,Projected Media,Welcome,Tank Girl ,"Tank Girl and her friends travel through post-apocalyptic Australia, fighting the evil Water and Power megacorporation and being generally badass. Critically derided at the time of it's release, Tank Girl has nonetheless become a cult favorite. (1995, R)",
746,Mon,8:00 AM,1hr 30min,Griffin,Video,Projected Media,Targeted,Lilo and Stitch,"Disney's 2002 animated feature about the adventures of a Hawaiian girl who befriends an alien creature called Experiment 626, a.k.a. Stitch, received an Academy Award Nomination for Best Animated Feature, losing to Spirited Away. Voice cast includes Daveigh Chase (The Ring, Donnie Darko), Ving Rhames, and Jason Scott Lee. (2002, PG).",
747,Mon,9:30 AM,1hr 45min,Griffin,Anime,Projected Media,Welcome,Tenchi Universe (Episodes  5-8),"In the middle section of Tenchi Universe's ""Earth Adventure"" arc, Galaxy Police Detectives Mihoshi and Kiyone are assigned to earth, where they must work odd jobs to make a living while keeping themselves ready to be called into action by the Galaxy Police and tangling with the mad scientist Washu. (1995, NR). Screened in Japanese with English subtitles.",
748,Mon,11:15 AM,2hr 15min,Griffin,Video,Projected Media,Welcome,Audience Choice,Did we show something you wanted to see while you were asleep? Is there something that you just HAVE to see again? We will run any of the movies listed for this weekend. You must arrive at 11:15 AM in order to cast your vote. Movie will begin promptly at 11:30 AM after setup and preparation.,
750,Sat,9:30 PM,30min,Grand Ballroom AB,Theater,Performance,Welcome,PMRP Doors Open,Doors open for seating.,
751,Fri,6:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,PG-13,Living Arcanis 5E Intro Adventure: Taboo,"The heroes are asked by a local chieftain to retrieve the body of his dead son, whom he believes to have been killed in an area inhabited by unclean spirits while on an ordeal to prove himself.  But not all is as it seems.

Content Warnings: Depiction of torture, fantasy religious violence", Thomas Milner-Wohlers (m)
752,Sat,3:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,PG-13,Living Arcanis 5E Intro: A Thousand Words,"At What Price, Immortality?
A noble uncomfortable with an immoral activity he has gotten involved with calls upon the heroes to right a grave wrong.  But there are others who see nothing wrong, and everything right, with the awful activities taking place. . . .

Content Warning: Strong themes of fantasy racism, depictions of torture.", Thomas Milner-Wohlers (m)
753,Sun,3:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,PG-13,Living Arcanis 5E Intro Adventure: To Die Alone,"A dying noble, disliking all his options for a successor, summons the heroes for a mysterious mission, claiming that a seer told him they could help him.  But when the heroes arrive, he is already dead.", Thomas Milner-Wohlers (m)
754,Mon,10:00 AM,6hr,Harbor Ballroom I,Gaming,Board Game,Welcome,MtG Unstable Cube Draft,"Come draft with some of the zaniest and most ridiculous cards in Magic history. This cube is mostly built around the Unstable set, but also includes cards from the other two Un sets, a few of the weirder cards from the main Magic line, a handful of cards created by an AI, and more. Build contraptions, mess with your opponent's stuff, roll some dice, and generally push the rules of Magic to the breaking point!", Robert Bass (m)
755,Fri,7:00 PM,3hr,Carlton,Gaming,Participatory Event,Welcome,Come play Mario Party!,Come hang out with us and play one of several versions of Mario Party with other like-minded gamers!,
756,Fri,6:00 PM,,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Pathfinder Organized Play: The Emerald Spire,"Organized Play is a living, worldwide fantasy roleplaying campaign that puts you in the role of an agent of  a legendary league of explorers, archaeologists, and adventurers dedicated to discovering and chronicling the greatest mysteries and wonders.", Ray Diaz (m)
757,Fri,6:00 PM,4hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Pathfinder Organized Play: Quests,"Organized Play is a living, worldwide fantasy roleplaying campaign that puts you in the role of an agent of  a legendary league of explorers, archaeologists, and adventurers dedicated to discovering and chronicling the greatest mysteries and wonders.", Ray Diaz (m)
758,Fri,6:00 PM,4hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Pathfinder/Starblazer Organized Play,"Organized Play is a living, worldwide fantasy roleplaying campaign that puts you in the role of an agent of  a legendary league of explorers, archaeologists, and adventurers dedicated to discovering and chronicling the greatest mysteries and wonders.", Ray Diaz (m)
759,Sat,9:00 AM,4hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Pathfinder Organized Play: Bandits of Immedwood,"Organized Play is a living, worldwide fantasy roleplaying campaign that puts you in the role of an agent of  a legendary league of explorers, archaeologists, and adventurers dedicated to discovering and chronicling the greatest mysteries and wonders.", Ray Diaz (m)
760,Sat,9:00 AM,4hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Pathfinder: Revolution on Riverside,"Organized Play is a living, worldwide fantasy roleplaying campaign that puts you in the role of an agent of  a legendary league of explorers, archaeologists, and adventurers dedicated to discovering and chronicling the greatest mysteries and wonders.", Ray Diaz (m)
761,Sat,9:00 AM,4hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Pathfinder Organized Play: Dragons of Absalom,"Organized Play is a living, worldwide fantasy roleplaying campaign that puts you in the role of an agent of  a legendary league of explorers, archaeologists, and adventurers dedicated to discovering and chronicling the greatest mysteries and wonders.", Ray Diaz (m)
762,Sat,1:30 PM,4hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Pathfinder Organized Play: Trailblazer's Bounty,"Organized Play is a living, worldwide fantasy roleplaying campaign that puts you in the role of an agent of  a legendary league of explorers, archaeologists, and adventurers dedicated to discovering and chronicling the greatest mysteries and wonders.", Ray Diaz (m)
763,Sat,1:30 PM,4hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Pathfinder Organized Play: Star-Crossed Voyages,"Organized Play is a living, worldwide fantasy roleplaying campaign that puts you in the role of an agent of  a legendary league of explorers, archaeologists, and adventurers dedicated to discovering and chronicling the greatest mysteries and wonders.", Ray Diaz (m)
